,Review,Useful
185,He just a joke!! and so incrediablely socially awkward! do not take this class unless you like to fail out of college! He gives you directions for a paper but grades on whatever is on his mind that day his grading makes no sense and no one has ever gotten an A in one of his classes yet.... if you dont believe me he will tell you this.,0.0
186,"I struggled through his class. First- he's a lawyer, so he'll lead you on making you think one thing without actually promising anything. Second- he'll give you about 20 different instructions on one paper and he'll grade it by how he's feeling. Stupid class, I worked so hard and managed a B but he told me that I had &quot;weak writing.&quot; Avoid him!",0.0
187,"Hey be nice. Yeah, he's hard to understand, and a very harsh grader, but he's a teacher and at least he's doing his job (of course, everyone including me would love easier, more comprehendable classes) just be greatful he's willing to put up with everyone's bull hoping that he helped at least one student improve in literature.",1.0
188,"He was the absolute worst professor i have ever had. He's without a doubt the hardest teacher you can take for any english classes. He grades extremely hard, and not at the level of a 100 class. Also he is the biggest &quot;Creeper&quot; he makes everyone around him feel extremely uncomfortable.",1.0
189,"This is the hardest 100 level class ever. It doesn't matter if you dedicate your life to this class, you still won't get an A! Take it a another semester or with a different professor. His directions are unclear. He goes against everything the book says, but tells you to use the book. He's confusing, a hard grader, and a different guy. STAY AWAY!!",1.0
190,"I am currently in this class. I took this, because I was told it was supposed to be easier than 120. I regret staying in this class with him as my Professor. He is nice and pretty smart, but his grading is ridiculous. He is the hardest grader I have ever encountered.DONT take him, if you are taking this class as a general basically. LISTEN.",1.0
191,"I took 125 because I heard it was easier than 120 unless you get a certain professor. Well this is that professor. He's a nice guy but expects perfection and is out of touch with reality. The class is boring and hard, and the book is expensive. First paper was 3-4 pages, last will be 15 with each in between getting larger. Would NOT recommend him.",1.0
192,This was by far the best learning experience I have had at UND. He is a hard grader but he helps by marking your papers with serious suggestions. I feel that many mistake his marks for personal attacks when he is only trying to bring the best out in his students. My writing skills have improved a hundred fold. I would recommend him to anyone.,1.0
193,"I should have read these comments before I took this class. This was by far the worse teacher I have had! He makes you feel dumb and expects way to much for a 100 level class. Worked my butt off to get a B in the course! If you can, please switch to another teacher, you will be thankful you did!! He expects everyone is an English Major!",0.0
194,I suggest never taking him...i read the comments on here but figured it wouldnt be so bad so stayed in...wrong move...trust me..get out of the class ASAP...his instructions were never clear and he made you write the paper then changed his assignment my advice for the writers group is to just write a bunch of crap because you'll rewrite it anyway,0.0
195,"horrible teacher, i had to transfer out of state i hated this guy so much",0.0
196,He was a very unfair teacher... i suggest NOT taking him!,0.0
197,IMPOSSILE! If it is still possible to drop this class... DO IT!! It is not possible to get above a C. And to just get a C you have to work your butt off!,0.0
198,"I think he is a great guy to just talk about music, and fun stuff outside of school, but he never answers questions you have, and gives like a couple B's in the class the rest... you know...",1.0
199,what can i say about him....those of you who hate him so much should be lucky that you didn't have to endure his class five days a week for six weeks for an hour and a half each day....YOU SHOULD FEEL SOMEWHAT LUCKY!,0.0
200,This man is the devil trapped in human form. It is currently 2:42am the day before this final paper and I want to gouge my eyes out. If I could give some advice to future students I would recommend dropping at the soonest possible moment and save yourself some time before drop day or prepare to spend 8 hours writing papers to get a C-.I despise him,0.0
201,Impossible to a get above a C- on anything!!! He treats you like you are an employee of a Rocket science nasa program or something......Nice guy but a lil out of touch with reality,1.0
202,he sucks...and he wants you to fail at life...stay away.. far away...,0.0
204,Never understood what was asking for because he never told you what he really wanted you to do. He's a total ****.,0.0
205,impossible to get a good grade,1.0
206,"hes pretty tough, expects too much",1.0
207,"He expects a lot from his students, but does take the time to get to know everyone. I'd suggest going to the writing lab before you ask him for help..and he tends to suggest that too, or else be prepared for a lot of red ink.",1.0
208,this guy is hard as nails. all he did was whup my ass when I asked for help,0.0
209,He sucks,0.0
210,He Hated me .... never taught us how to write,0.0
211,Rediculous teacher...kills you on stupid details,0.0
212,"The course is difficult, but doable. Mr. will help you, but the key to this course is to use math learning center. He is a professor that wants to see you pass so he tries to help as much as possible.",1.0
213,"Everyday there is a WebAssign assignment given out (very time consuming and they don't help you on the exams). The three exams he gives are extremely HARD!, all I can say is just practice ... a lot. I got a F on my first exam and had to ace the rest to get an A overall. lastly, the final will wreck you, the girl sitting next to me cried during it.",1.0
214,"Mr. is one of the nicest people you will meet. WebAssign assignments get handed out every day after class to practice problems and a quiz usually appears every day at class. Do a lot of practice questions for the 3 midterm tests. For the final he makes you understand the concepts instead of memorizing problems. Put the work in, get an A.",1.0
215,"Tests are hard because they never matched up with notes and lectures. On the final test, we had to get a 70% on it or we didn't pass the Everything that you think is gonna be on the test, is not. Expect homework 4 days a week. Would not recommend.",1.0
216,"Mr. is the best math teacher I have ever had. He is super funny and very passionate about what he does. There is a quiz almost every day in class, but it is not the end of the world if you miss one.",1.0
217,Take this class with a different prof,0.0
218,He will answer all the questions you have. And he is willing to give his students a second chance to take passed due hw. Random in class quizzes is easy!,1.0
219,He is among the nicest professors I've ever had. Unfortunately this didn't translate into him being an effective one. Prepare for loads of homework and daily quizzes.,1.0
220,"If you take a class with him, be ready to spend A LOT of time outside of class on homework, often times teaching yourself unfortunately. Also, there is a quiz in class pretty much every day, so go! The homework is challenging and time consuming, but the tests are much easier which is nice. He isn't the best at explaining material, but ok.",1.0
221,Terrible teacher all around. Had him my first year in college for math and got stuck with him again my junior year and nothing changed.. he maybe even got worse..,0.0
222,Nice person but absolutely sucks at teaching math. This class is supposed to be for students who are below the average math scores but he makes it so difficult. I'm bad at math to start with and he doesn't help. Avoid him at all costs.,0.0
223,"I took Math 92 and 93 in one semester, it was very fast paced. If you missed any class you would be behind for a while. All in all he was a good teacher, I think a lot of people didn't like moving at that pace and in turn disliked him.",1.0
224,"Took this class for interest, also was the first math course in College. It was very hard to start with, extensive and new HW every class(Webassign), Prepare to do them, with solid understanding. attendence are vital. Test are very based on in class assignments and lecture examples.",1.0
225,"He has homework almost nightly, but it nothing that wasn't able to be done quickly for the most part. His final test accounted for the most percentage of the points in the class so studying is mandatory if you want to pass this class.",1.0
226,"If you don't show your work or show that you double checked your answers he'll give you a zero, even if you got the question right. Also you can't skip because he does in class practice that you turn in at the end of the class.",1.0
227,Very Nice guy. very willing to help,1.0
228,"Mr. is the nicest man you will ever meet. His concepts are easy to figure out. As long as you pay attention and show up, you will be fine.",1.0
229,Kinda quirky but he's a good guy that cares. Show up everyday for free points. Quizzes almost every week (turned into group quizzes by the end of the semester). Test very similar to quizzes. Homework almost every day and it is much harder than what you will see on the quizzes/test though if you ask for extensions you'll get it every time. Math On!,1.0
230,"Kind of weird, makes corny jokes all the time but one of the better math professors I've had. He's passionate about the subject and it shows. He spends extra time making sure that his students understand the reasons behind why you do certain steps and, for me, it was helpful in my understanding. Recommended.",1.0
231,"This class is a giant headache. So far, we've had over 30 assignments(only worth 20% of grade) that each take hours to complete, because he puts many problems that we never went over in class . On top of that, we have weekly comprehensive quizzes that are inconsistent in difficulty and points. Simply, I pity anyone who has to take this class.",1.0
232,I would not recommend this professor if you' re not strong in math. You should expect to do homework almost every night. New homework assignment after each class. Doesn't give traditional exams but weekly quizzes for points. Text book assigned was of little help. Homework take hours to complete for only small portion of grade.,1.0
233,"He, so far, has been the worst professor I have had. He grades so harshly that it is almost impossible to get even a C. (At one point I had a 48%) (& Im the average A/B student) He gives weekly quizzes and gives time consuming homework. I would not recommend him.",1.0
234,"He is the worst teacher that I have had for the past ten years. He goes way overboard with trying to explain things, and when he does explain things, it doesn't show up on the test or quizzes. There are many other students in my class that have no idea what is going on. Don't take any of his classes. You have to teach yourself the lessons.",1.0
235,He is a fantastic guy that is very easy to get along with. Greets you with a smile every day and is excited to see you each and every day and tries to make the class fun. Defenitly introduce yourself to him. He is confusing in his explaining of concepts. He tends to over-explain where it gets confusing. He is a very respectable person.,1.0
236,"He is a nice guy and cares about his students, but that doesn't result in effective teaching or keeping the class engaged. He doesn't seem to understand that students taking Math146 are the least likely to raise there hand and contribute, and you can't have a discussion with 100 people. For grades, watch him like a hawk and email him ASAP.",1.0
237,"Mr. is a good teacher, but is not quite clear on the types of questions we need to go over. The homework and in-class assignments are a lot tougher than the actual exams.",1.0
238,"Mr. was a nice guy and tried to make everyone laugh. But points wise I had an A, because of his curve I had a C. He never explained anything and if you asked him a question he never seemed to answer it. I would avoid taking his class, unless you want to fail.",1.0
239,"Professor is a nice guy and wants you to do well, but he is very confusing. Avoid him if possible. I took Math93 with him, and although it's very simple math, he makes if somehow difficult. I hadn't had math since my junior year of high school, so I had to take this. His explanations make things more difficult. Have to teach yourself.",1.0
240,"His class was not too bad, but he tries very hard to get the attention of his students by cracking corny jokes. I skipped class most of the time, and did not miss much.",1.0
241,"Gives easy examples in class when teaching, then when it comes to web assign homework its harder stuff that he never taught, only teaches the basic examples and expects you to take it from there on your own.",1.0
242,"Open a new tab, go on Campus Connection and change to a different calc 147 class with a different teacher. RIGHT NOW. Trust me and everyone else on here who has taken this class. Gave me multiple zero's on test problems for not doing the question 'his way' even thought the answer was correct.",0.0
243,"Mr. knows math and he wants you to learn. Don't expect him to just give you the answers. He will answer any and every question and clarify anything you need. Attend class, do the assignments and you'll do fine. Gives 2 tests (10 questions each) and final (15 questions). Super nice, nerdy guy who's motto is 'Math on!'",1.0
244,"Terrible at teaching, absolutely no help when asking questions, and was rude to his own students.",0.0
245,"Mr. Farm is in the top 3 of the worst teachers I have ever had. He assigns work that you did not cover on web assign (the worst way to do math homework). He is not very helpful, and is very odd. Avoid this professor at all costs, he will make an easy subject hard to comprehend.",0.0
246,"Like others have said, he seems like a great guy, and is very willing to help his students. That said, he spends most of every lecture period answering questions from current or previous assignments and then only lectures on new material for 10 min. So I basically have had to teach myself the material which makes it super tough and time consuming",1.0
247,"Is a very nice teacher, but hard to understand his lectures. He expects you to know too much coming into the class, and goes far over the students head's while lecturing. WebAssign assignments are long and hard as he doesn't go over any of it in class. Lots of out of class homework.",1.0
248,"Seems like a nice guy, but he expects you to know calculus coming into the class and doesn't give much for notes.",1.0
249,"Annoying, not helpful. Incredibly unclear.",0.0
250,He tries his best to make sure everyone gets the help they need. He tries to make lecture fun. He gives a lot of homework but will extend deadline to the amount of time you need to get done. He is a good guy.,1.0
251,The amount of homework is absolutely ridiculous and he doesn't explain anything very well in calss,0.0
252,I got an A in my high school precalc class. I decided to retake this after being out of school for nearly 2 years. I only managed a D in this class. I could not understand anything he was teaching. My girlfriend didn't even know and she was in calc 2. Over taught everything beyond most of the class' knowledge.,0.0
253,Mr. is hands down just not clear in any area of the classes he teaches. It seems that there is about a 5050 split between students who get what he is teaching and those who don't. I would not recommend taking a class with him.,0.0
254,He makes college algebra into rocket science. He makes solving and explaining every problem way harder than it needs to be and never clearly outlines the steps. His tests are way harder than the homework and there is a 'learning tool' a.k.a. a quiz everyday in class. STAY AWAY! You'll regret taking this class and you don't even get credit for it.,1.0
255,"Mr. was always willing to help, he just requires you put in the work. I was never a fan of math until I took his class. You can ask him fifty questions and he will do his best to answer you. Depending on the class he does lots of assignments or little quizes. I would highly recommend him. Attendance is not required but helps a lot!",1.0
256,"Taught as if we already knew what he was teaching. Did not notice when the class was really confused. Very nice guy, total geek which made him so likeable.",0.0
257,"I only went to class the first day and the days of the tests and passed. It is possible to not attend and pass if you just look in the book and practice a few problems before the tests. After all, attendance is not taken and you get no credits for taking math 102.",1.0
258,"This guy is genuinely there for his students and is willing to help. I ended the class with 101% in the class, so getting an A isn't an impossible feat.. I suggest doing the all assignments, the study guides, and getting Calc. for dummies, which was a HUGE help for me. DON'T GET THE TEXTBOOK, I NEVER USED IT. PRACTICALLY WORTHLESS.",1.0
259,"The class is difficult, so you will not pass by just attending class and expecting to absorb the information. If you don't put in effort outside of class then you are preparing to fail. He is sometimes hard to follow, but he offers many opportunities to seek help, and he cares about his students. Even though he is goofy, he's a really good guy.",1.0
260,He wonders off subject more than he teaches and he tries to drag on and over explain things that we already know about.,0.0
261,I think that the people going on here and posting good things about this class is himself. As a senior I was just looking at what people are saying about the worst professor ever here at UND. I had a horrible time in this class and I would never want anyone to have to take a class with him. He should never be allowed to teach here.,0.0
262,Mr. is one of my least favorite professors. The problems he shows us in class are completely different from the web-assigns. This whole semester I have been teaching myself how to do everything. Would not recommend!!!,0.0
263,"He might not be the clearest lecturer in the world but he is the absolute BEST one-on-one teacher I had in my four years at UND. He's so encouraging and genuinely wants his students to do well. If you're not willing to spend time on the homework & go to his office hours then you probably won't get a good grade, but that's your own fault.",1.0
264,"Hardest class I've ever taken. Web assign assignments took me hours to complete because I had to teach myself the stuff that he was supposed to teach me. Boring lectures and hard tests. His favorite saying is 'math on!' so just from that you can imagine that he is a complete nerd, although he is nice.",0.0
265,"Literally the worst. Funny/dry humor, but he will not work with you.",0.0
266,"Extremely difficult class, but a requirement. That being said, even with all the bad reviews he knows what he's doing. His classes are difficult to follow and I wouldnt have passed with just attendance. He was available whenever I needed to ask him questions, and once responded to an email of mine at 4:30am. Dont know if I would pass without him",1.0
267,The review sheets he gives you before hand are much easier than the questions on the test. You will think you are prepared and then you'll get stumped by trick questions.,1.0
268,"Mr is a really nice guy but he is a very hard teacher. He takes the majority of class time showing you how to get a FORMULA. then there is only a short time to learn how to use the actual formula. I got A's on all my maths tests in highschool, out of four this year i got one B and the rest are lower then that. good luckk.",1.0
269,Very Helpful and Easy to get help from. Tests are kind of hard but he gives you review sheets. Overall good teacher,1.0
270,"He is the absolute worst teacher that I have ever had. The lectures are very confusing, but the homework is pretty easy. The stuff on the homework is no where to be found on the tests and when you get the test it seems like its all totally new information. He is very nice and willing to help, but it doesn't make up for how bad of a teacher he is",1.0
271,Well... All I can say I that I showed up to every one of this guys class and I still somehow pulled a C out of nowhere... Thinks he is funny and tests are hard.. In class work has nothing to do with Web Assign homework.... GOOD LUCK,0.0
272,"He's so sweet, but not a professor I would recommend. You will never, ever use the book, so don't buy it. His exams are basically trick questions from all the sections, and he's looking for perfection. He's a hard grader and in my opinion, unfair.",1.0
273,"AVOID AVOID AVOID AVOID AVOID. (Applied Calc. 146) He is a nice guy overall, but is an absolutely terrible professor. His lectures are almost useless for the homework assignments,and his tests seem to be completely random things that are not covered well in class or the study guides. Plus, he grades very hard.",0.0
274,He is a nice guy. The problem is what he goes over in class and then what the assignments look like are two different things. If you don't want to be frustrated and feeling lost all the time avoid him at all cost's,0.0
275,He is a very nice guy. Alot of people do not like him because of his grading but if you go in for help he will help you! Also the online homework is very easy and will help. He is a very nice man!,1.0
276,"This guy lectures well but he is so soft spoken that it is imperative to sit right in front to hear him properly. The online homework took me a long time since I was new to Calculus, but it is the best way to learn the material. At one point he provided evidence to support Noah's flood and Earth's age which was a misuse of his position.",1.0
277,"He tries to crack jokes during class form time to time, some funny some others not so. His notes are a little random and not so in-depth, but he is very willing to work with you in and out side of class! Don't be afraid to ask questions!!! His tests can be easy if you study and they are not take home tests!",1.0
278,Dorky at times but a good teacher,0.0
279,"He was a nice enough guy, but that gets you nowhere with teaching. His lectures are all over the place and do not relate to the online assignments at all. His lectures are scattered, covering things randomly and unevenly, and he goes through material way too fast. I would not recommend him as a teacher.",1.0
280,"I get an absolute kick out of this guy in class! He has such a weird sense of humor, but it is still funny as heck! But on another note, he isn't really that good of a teacher. Doesn't do examples in class that help with homework, and pretty much told us that we will not need our book at all, which sucks because of how much the book costs. =/",0.0
281,Lectures had nothing to do with the online assignments. Notes were not helpful at all. Basically taking a class with no teacher. Probably better off just trying to learn from the book and skipping class. Switched sections after week and a half,0.0
282,"I've only been in his class for a week and I hate it! I used to love going to math class he just makes it frustrating! Lectures have nothing to do with online assignments, his notes don't even make sense, and he doesn't put any examples into action so your always clueless! Goes through things way to fast as well! Waste of my hard earned money!",0.0
283,"I really like him as a person, but not as a teacher. His lectures were a lot different than the homework and the notes weren't very useful. He is hard to follow, but he will make time outside of class if extra help is needed.",1.0
284,"He is a really nice guy and is willing to answer any questions, but he is terrible at teaching lectures!! The reason why I always needed to ask for help is because he would never really show how to do the problems. He went way too fast, even though he says he'll slow it down until people understand. Very frustrating!!",1.0
285,"While he was very enthusiastic about Math, (which I appreciated), he was also very insistent that everyone understood everything quickly, without time to really practice what we had just learned. Disappointing when he knew over half of the class was going to fail, then didn't bother to help.",1.0
286,"Horrible, he explains math and compares it to Star Wars. Tries to explain things too fast and he is just not understandable.",0.0
287,Very hard to understand. Would NOT reccomend him unless you are good at teaching yourself. I went to class everyday and still did not understand it because he does not teach good.,0.0
288,"I thought Mr. was an excellent PreCalculus instructor. One of the best math teachers I've had. He does a great job at explaining the concepts and providing examples on the blackboard. Also, I thought he was mildly entertaining and has a friendly demeanor, which never hurts.",1.0
289,Wonderful teacher in office hours but terrible in class. I believe the chalk board learned more than anyone in the class.,1.0
290,"HE TRYS HARD TO HELP AND TEACH US, BUT. HIS WAY OF EXPAINING THINGS IS,..... UNCLEAR AND HARD TO FOLLOW. I BELIVE THE ONLY WAY TO UNDERSTAND MR. IS TO HAVE PREVIOUSLY TAKEN THIS CLASS WITH A DIFFRENT PROFESSOR",1.0
291,"cannot get his point across, is very confusing, puts all the trick questions on the tests and makes it difficult for students.Would not recommended him to any one.",0.0
292,He is very helpful if you don't understand the topic. Sometimes the tests can be tricky but if you go in for his office hours he is more than happy to explain the concepts for you.,1.0
293,TERRIBLE. Absolutley hated his class. He just assumes everyone understands the information and never asks if you actually get it or not. Also he moves really fast through the material which can be a bad thing when he sucks at teaching it.,0.0
294,Avoid! At the start of the semester I looked at this site on him and it was a 1.9 I didn't think much of it I figured just as long as I show up to class and do the work I will do fine. Well I did all of that and I studied many many hours before tests and it never paid off. What Im trying to say is that he makes the class harder than it should be.,1.0
295,"Along with everyone else, he's the worst teacher I have ever had. He pretty much just talks to himself the whole period and doesn't ask if anyone gets it. He sometimes talks to period marks on the board. The most awkward guy I know!",0.0
296,"If you're looking to understand math, do not take it with him.",0.0
297,i would give this teacher a .8,0.0
298,Best math teacher I've ever had! Definitely taking one of his classes again.,0.0
299,tests in his class are impossible.,0.0
300,"Horrible teacher, I would never sign up for a class with this guy again",0.0
301,"This guy is terrible he teaches the class harder than its supposed to be. Your better off paying the $600 bucks and taking it online. Do not take him at all. Trust me if you want to pass, he is not the guy. He just rambles on and doesn't stop to explain things. I highly advise you not to listen to the comments from nerds saying how good he is.",0.0
302,"Best math teacher I've ever had. He's really helpful and accomodating. Hes also really easy to talk to, dont hesitate to go talk to him about problems on a test. If you go to class regularly, take notes and DO the homework, there is absolutly no reason you shouldnt get an A.",1.0
303,Terrible teacher. I will not ever take a class from him again. his grading is so unfair. dont ever think you can take a class and get a grade you deserve from him,0.0
304,worst teacher ever. i took this class before. i know everything we go over. i teach about 10 other students in the class cause they don't know whats going on yet when the test come around. impossible. the average test grades for the class are 61%,0.0
305,I would not wish this teacher on anyone!,0.0
306,Worst teacher I have ever had! He cannot teach whatsoever and his grading is really unfair. If you are signed up for his class switch to someone else asap.,0.0
2240,"She knows the material inside and out but is terrible at explaining it. Slides are incomplete and jump around, and concepts on tests are impossible to study for and don't follow lecture. First 2 tests and final are incredibly difficult, 3rd test is ok. Tests barely fit time given so if you're a slower test taker you're going to run out of time.",1.0
2241,She enjoys filling her lectures with examples that explain very easy concepts and quickly skims over the complex material. Attendance gives you extra credit and she puts these examples on the exams. She also puts very specific details from the textbook onto the tests. If you want an A you will have to read the book.,1.0
2242,"Great professor. Wonderful examples, made all of the concepts in statistics and methods so much easier to understand. I took the summer course and got an A. It was a lot of work, but she's fair with her grading and is a great speaker. The lab was nice as well because we were allowed to have a 'cheat sheet' that had all of the commands for R.",1.0
2243,Amazing! I love my general psych class. She creates outlines so that its much easier to take notes. She pauses at times to allow us to finish writing any notes down. She is very helpful!,1.0
2244,"I really like her, but I feel like I have not learned anything new. My high school psychology class covered more information than she did.",1.0
2245,"Terrible, DO NOT TAKE HER STATS SUMMER CLASS. WARNING. Homework is decent and class is fine, but exams are HARD. Studied too much, got a terrible grade.",0.0
2246,Tons of extra credit but exams are super hard and hard to get A's,1.0
2247,"For a terrible class like statistics, she does a pretty good job at making it comprehensible and at times almost slightly interesting. If you really try, you will get a good grade. I ended up with an 82.7, but she rounded up to a B, which shows that she wants you to succeed. I also had her for gen psych, and she was AMAZING.",1.0
2248,"Worst teacher I've had at CU. I've never met a professor that makes themselves less accessible than this woman. If she thinks threats, intimidation, and disinterest are ways to be a helpful resource, she's wrong. Do not take her stats class.",1.0
2249,She can't even explain the most basic material.,0.0
2250,"She was a good professor, but she had some stupid quirks. For example, she would persistently stop class to tell people to put their electronics away (including electronics) which was very disruptive.",0.0
2251,"Even though she offers EC, her exams are too hard and she will not throw out questions even if everybody gets them wrong. Essay questions. I study like 5 days in advance I get Bs on them. Good luck",1.0
2252,There is this one kid in the class that ALWAYS asks questions. This is fine EXCEPT that the class has literally turned in to a 1-on-1 conversation between them that does not involve anyone else and usually takes up the majority of the class.,1.0
2253,"The actions of Dr. prove how the academic system is truly unfair. She gave me a low grade on my final exam essay and when i asked her why she said it was because i only provided 4 answers to the question instead of 10. There was no indication on the exam of how many answers to give, she said i should have just assumed.I got a C for that",1.0
2254,"Great professor, sadly you really should go to her lectures to get an A.",0.0
2255,"Easy class, but the test questions were often vague.",1.0
2256,"I didn't put in much effort for this class and still got an A-. Didn't read. Make sure to get all the extra credit, attend lecture and recitation because she does take attendance through clickers every day. If you think a test question is unfair she will likely agree and give you points. Easy to do well and she will help you if you seek her help.",1.0
2257,I was in the Libby RAP program and she was the best. You have reading assignments from the book that will help you a lot on the tests. She's extremely encouraging and has a lot of great stories and examples to help you remember the materials. She also loves when people come to office hours. I'd definitely recommend her!,1.0
2258,"Going to class is very beneficial as she often puts questions on the test that you would only know from attending lecture. Her tests consist of 80% lecture and 20% book, but I've never opened the book and have gotten high grades on the test. It's pretty easy and not time consuming at all if you go to class.",1.0
2259,Loved her!,0.0
2260,She traumatized me for LIFE when it came to statistics and research class! She is intimidating and the class was really tough. She does not seem to care for the students who tries really hard to do well in this class.,1.0
2261,"I LOVED this class! She explained the material well and made the lectures very pleasurable. If you attend every class and recitation, pay attention, and get the 20 extra credit points that are available, you are bound to do well. Great class and I highly recommend her!",1.0
2262,"Yeah, not a huge fan. I got an A, but only because I got extra credit and didn't miss any classes or recitations. The tests suck enormously. There are so many vague and confusing questions. Bleh. But lectures are entertaining.",1.0
2263,"Diane is awesome!!! She is always available to offer help and gives you everything you need to get an A in her classes. If you don't get an A it's because you're lazy and incompetent. She wants her students to succeed more than anything else, so she holds you to a high standard, but gives you everything you need to reach it.",1.0
2264,Great professor!! First psychology class ever and loved it. Love her enthusiasm for what she teaches..has great stories and makes everything clear. Tests very easy as well!,1.0
2265,"I got an A in this class and I still was baffled by the grades I would get on her tests. Her tests lack clarity to the point that they seem purposefully deceitful and hostile. I have no difficulty with hard tests, but I want questions that strays less into the realm of subjectivity.",1.0
2266,"HATE this teacher. I took her for social and had to miss a test for an academic contest, and she made it SO difficult for me to take it early. Managed an A-. Year later in her stats class I had to miss a lot of class when a family member got a terminal illness. I got high grades on every test but I was going to fail based on attendance. Had to drop",1.0
2267,Worst professor... EVER,0.0
2268,"Just because she may not have a warm and fuzzy personality doesn't mean she's trying to trick you or make you fail. She's very thorough in lecture. Her tests are on EXACTLY what she covers in class. She has tons of office hours. Is she sugary-sweet&#63; No. But is she intelligent, quick witted, and enthusiastic about the material&#63; Definitely.",1.0
2269,teacher if you are reading this i hope for the sake of your future students that you start to put in a little more effort as a professor. You are a smart lady but did not provide a single shred of assistance every one of the 4 or 5 times i came up to you after class. It seemed like you really just didnt care.,1.0
2270,"Great teacher, made this topic tolerable and even a little fun. Did not own book, but managed to do all the HW just fine, which means she explained the material in a practical way and provided all the info needed to learn. Pros are: fun, energetic, organized, fair, caring. CONS: Notes are light, concept tests are HARD and confusion. Tests feel 80's",1.0
2271,"Avoid at all costs, unless you are an over achiever. I recieved two A's on exams, and because I never came to class, she felt the need to average them out with two D's. She takes off way too many unneeded points if she feels you are doing too well, while not coming to her class.",1.0
2272,DO NOT TAKE THIS CLASS. She tries to trick you on tests and does not explain the information very well. She likes to tell stories instead of explaining the information. If you take the same class with other professors you WILL get a better grade.,1.0
2273,Mind numbing lectures. Tends to go off on long personal rants. Power point slides are outdated and boring. You really need to be alert in this class to learn. Exam questions often hinge on minute detail discussed in lecture. Take PSYC 1001 from another professor if possible.,1.0
2274,The best teacher I have had in Years.,0.0
2275,"amazing teacher, go to class get an A... very laid back personality and easy to get along with",0.0
2276,"If you don't know what mean, median and mode are when you start this class you should probably go back to middle school. This is the easiest class I have ever taken. I don't OWN or read the book. I go to class and do the homework on time (note: she gives you the answers to all of the homework problems before they are due - they are free points).",1.0
2277,"Stats and Research methods was definately something i had to work at but it wasn't as bad as i thought. You HAVE to go to class and turn in homework. Lab starts halfway through semester, and you have to go as well. The first lab class will go over your head, but once you get it its basically all building off of itself. I got an A-",1.0
2278,"Probably the hardest, most confusing class I've ever taken. She moves extremely fast, teaches different methods and formulas than the book, and her tests are torture. never miss class, never miss lab, read every chapter, do every hw...now, is that too much to ask&#63;!",1.0
2279,"Stats sucks, but her class makes it a little more bearable, lol. Go to lecture and lab!! If you do, you'll be fine. Kind of socially awkward prof but very passionate about the subject and genuinely nice and helpful-if you do the work.",1.0
2280,funny,0.0
2281,shes really funny and makes class interesting.. you have to read the book in order to get a remotely good grade on the exams,0.0
2282,"This class is definitely a challenge but the Prof. is very knowledgeable. Go to class and pay attention and the material will make more sense. Overall, a pretty good class",1.0
2283,"You have to do the work, but if you do, you will be fine. Don't skip any classes, and do all homework on time.",1.0
2284,"AVOID AT ALL COSTS. This is not comming from a student who failed and is taking it out on a website.this lady is cold blooded. mid terms had class averages such as 61 and she does NOT CURVE. she makes class unintresting and painful. your hw is not graded and you do not know if you do it correctly. worst teacher i have ever had, hands down",0.0
2285,"pretty tough class, about half the students dropped after the first test. nice lady though.",0.0
2286,Her class was a lot of fun. She always had great stories to use as examples.,1.0
2287,she is terrible and very rude when you are in need of assistance,1.0
2288,bad prof!!,0.0
2289,"She presents material in an easy, straight-forward manner. She makes me laugh amost every class.",1.0
2290,made me wanna go to class to hear her funny little comments. her outlines are the most helpful thing EVER and her tests are way easy.,1.0
2291,"Great prof, funny in class, yet still teaches the material well.",1.0
2292,"very thorough, helpful, and clear as possible. Not COMPLETELY relatable",0.0
2293,"Very interesting, very very clear. Everything is straightforward and nothing is sneeky. Good teacher, good class.",1.0
2294,"A very interesting professor. Thorough, but doesn't focus on just the minutiae. Wears the craziest print clothing, and has a deep and abiding love for what she teaches. All in all, pretty cool.",0.0
2295,No Comments,0.0
2296,No Comments,0.0
2297,No Comments,0.0
2298,My attendance overall in college was probably about 25% of classes. Her class is the ONLY class in 3 years of college that I never missed once. It was that good.,0.0
2299,"Horrible teacher. Boring, not helpful, unfair grading. I hated going to her class. Worst professor I've had in the Psychology Department.",0.0
2300,No Comments,0.0
2301,No Comments,0.0
2302,"She was a great professor. Loved how she put the notes online, made it easy to follow along during lecture. Do the experiments early; it's worth it for the extra credit. Exams were fair; go over her old ones online because they're pretty similar. Great class!",1.0
2303,"good overall professor, take advantage of extra credit",1.0
2304,"She is a good prof, she is always energetic and happy to be teaching, very clear, lots of videos, clear powerpoint notes which are in an outline that you can print and use to study, or for notes. There are also practice tests online and the tests are easy if you attend class. Extra credit opps too",1.0
2305,This class is easy...everything on the tests is on the outlines she gives you to take notes from lecture on.,1.0
2306,"Statistics is awful, but she makes it much more manageable, especially if you are not fond of math! She is so helpful and VERY ORGANIZED!! If you go to lecture and recitation you will be fine!",1.0
2307,"She's clear and especially effective considering the class was 410 people. Go to the lectures and the class is easy. She goes out of her way to supplement the lectures with videos, speaker panels, etc.",1.0
2308,Two words- Jodie Foster,0.0
2309,No Comments,0.0
2310,"For a large class, she taught effectively with great study (or lecture) guides. She also provided many supplemental examples of topics (video clips, speaker panels, easy to understand models, etc.)",1.0
2311,Could have taught hte class better myself,0.0
