Review,Useful,
"Professor Whaley delights greatly in the dimise of his students. The test on genetics was so unbelievable difficult and excruciating i considered sending hate mail to Dr. Whaley. Its almost that he wants us to learn to fail, rather than learn biology to become med students. Very dissatisfied with his teaching ability.",,
"Dr. Whaley cares more about covering the material than helping his studets to understand and learn. He does not answer student questions in a clear way, instead just restating what he said the first time(which caused the confusion in the first place) It almost seems that he wants his students to fail rather than succeed. He is a horrible professor",,
"very bad teacher...arrogant, childish, selfish, unclear. he actually made people in my class feel bad/stupid for asking questions - they wouldn't ask questions again after that. i got an A, you can if the text becomes your best friends and you are willing to put up with a dork/jerk for a teacher and &quot;jump through his hoops.&quot;",,
"Worst teacher at UVSC. I have had some bad ones, but he truly does not care about helping his students. I saw too many poor kids get torn a new one for asking something in class. Steer clear of this one if you want to get what you pay for with your tuition.",,
"Personally I like Whaley and his teaching methods. He does make you work HARD for your grade though - I was taking 14 credits and studied about 50% of the time for his class. I got a B in his class and an A in all my other classes. Good news is, he really teaches you EVERYTHING in detail.",,
No Comments,,
"This teacher sucks big time. He's probably the worst teacher i've ever had. Like everyone else said, it would be easier for you to read the book and do it on your own. He's very easy though.",,
"Many people have told me that they are sorry for me when I tell them I have Whaley for bio. I don't see why I think he is fair and is teaching at the level he should. He always asks if anyone has any questions. Somewhat frantic teaching methods, but entertaining. I would take him again.",,
Whaley is a good professor. I had a wonderful time in his class. He helped me understand bio. If you want to learn something take his class.,,
Goood teacher. Really knows his stuff. Really wants you to learn.,,
I really enjoyed Dr. Whaley's class. His way of teaching keeps you interested in the subject. He genuinely cares about his students and wants them to learn as much as possible. He does enjoy butterflies and if you can get him to talk about them it's worth you while. what a great guy.,,
"Very good teacher. Please disregard comments made by people who probably shouldn't be in any kind of biology course. His classes are tough, but they should be. I'm glad I was able to take him.",,
Dr. Whaley has only one thin on his mind...Swallowtail Butterfies. He's the world's foremost authority on the subject. But he has very little time or patience for first year Biology students. He has no interest in making sure you understand the material (very disorganized) and heaven help you if you ask a question in his class. Caveat emptor!!!,,
I studied for countless hours and I still came out with a horrible grade. I went to class everytime and used every study method I could think of. If your not a genius don't expect to get a good grade in this class.,,
"This is a hard class, it is right up there is math 1050. I read the book and came to class and studed, I did well. no matter who you take this class from it will be hard",,
ever seen the movie Waynes World&#63; skatter brained and half the time he doesnt know what he is talking about. the text book he uses sucks. take this class from another school. i wish bybee thaught this class. the lab is a joke! it reminds me of high school science projects.,,
Dr. Whaley is a great teacher. Very clear and helpful for Bio students yet he is tough on his tests.,,
"unorganized, apathetic, and basically didn't seem to enjoy or understand how to teach the class at all. The school should only employ him to do research because he is not qualified to teach",,
Not very good. I would not recommend taking him.,,
I thought he was a great teacher!,,
"Avoid this guy, he's a fool. All these people who say &quot;you just have to read the book and you'll be fine&quot; are right, but thats always the case in every class. Find a different teacher who can actually teach you something.",,
You must have missed class buddy. None of his lecture had anything to do with the test nor did we ever go over the tests. You are right about the tests being from the book but not as clearly as one would think. Take this class elsewhere before coming,,
"I thought Dr. Whaleys class was very informative. Those that complain probably never read their text, his exams are are a direct reflection of the text. Do your part and you'll be fine. Recommended.",,
No Comments,,
What a moron! I don't know where this guy acquired his degree but he can't teach. Beware Bio at the U or the Y prior to coming here. This teacher sucks!,,
"Skatter-bained! Take chem before his class, you will have to correct him many times. Don't recommend him! Can't teach, doesn't test on what he teaches, most class time is off topic. No point to attend class! I acquired all my knowledge from the book.",,
You're all a bunch of ****. He's a decent teacher at least you know what he is going to test you on before each test.,,
"Unfortunately he is the only teacher for 2110! He is a terrible teacher. Nice guy, but doesn't know how to teach. Be sure to have at least some chemistry background because when he gets into that his students have to correct him a lot of the time!",,
"If you don't mind tangents, go ahead. Just be aware that if you ask too many questions on side issues, you just lost the day's lecture.",,
"Good Teacher, a bit erratic with a one-track mind. Don't mind the spittle.",,
"easy, but you have to read your book!",,
I would never take this class-especially online. I have never seen someone who would never communicate with his students. I tried to contact him few times and I gave up. I don't mind about lots of homework or whatever but he is one of the worst professors I have ever met in my entire life.,,
"I would not recommend taking this course online. The teacher has a very structured and organized course. As well as a bunch of lectures that took him some time to make, so props to him. However, the tests are very hard to understand. If you take this class... study study study. Go over every thing. Especially the Chem section...",,
"Took online. I hate his trick question quizzes and tests. I've gotten mostly 100% but I have to sit there for hours and analyze. He uses fancy vocab in his lectures with out defining his jargon words. He doesn't communicate at all with you through emails and such, not even if you use canvas. his links to learn more about concepts never work- EVER.",,
I would not recommend taking this class online. It was very difficult for me to understand the lectures. He requires his students to take the final exam at the UVU testing center so you really need to know what is going on in the class if you want to get a good grade on the exam. For now on I will be taking my science classes in person.,,
Be prepared to spend half a semester stroking the ego of Charles Darwin only to have no questions about him on the final. This class was horribly structured and after studying all online materials I could find for a bio 1010 final I walked out of the test blindsided by the 3000 level questions. Not to mention he never responds to emails.,,
"If you're unlucky enough to get this course, GET THE OPTIONAL TEXTBOOK. The teaching model is poor, with ridiculously long reading assignments, and 3 question quizzes over the material (quizzes are 25% of final grade). The textbook helps to condense & explain the material. Some quiz material is not covered in the online videos. The textbook helps.",,
"His tests are really difficult. I would study hard for them, visit him to ask additional questions, and would still get C's on his tests. This was the same story from my other classmates. He is a decent guy and you will learn A LOT. But you may struggle keeping your head above water during the semester Consider taking Professor Bayer- Choose life!",,
"There is no book, just random websites he assigns you to read from. Instead of basing the tests on the information from the websites, the tests are based off of Biology textbooks that we don't use. Because of that, the tests are VERY hard to study for. Also, the final was really hard (no study guide). The class average was 51/110.",,
"Dr Parker is fairly nice and wants to help. He will answer questions that you ask in and after class. Grade comes from tests, but the lowest exam is dropped and replaced with top 10 quiz scores which is helpful. His tests are difficult. They are meant to trick you. Super ambiguous questions that leave you guessing even when you know the material.",,
"I have nothing good to say about Professor Parker. As others have said, he didn't have anything to do with the course. To expound on that, none of his exams matched the course material he used (but did not create), and the final exam was mostly chemistry questions, which matched neither his stolen course material or his mid-terms exams.",,
"Absolutely ridiculous class. Uses material and lectures from a different professor, tests are arbitrary and impossible to study for, the final was super heavy on one section of material, and, again, impossible to study for. Yes, I passed. Yes, I got a decent grade. But this class was way too much of a headache. Do not take from this professor!",,
The material is copy pasted from a three year old course that he didn't even create and then tests us on material NOT from the online lectures (think BIOL 3000+ material). Written assignments are graded by a TA so he doesn't even do his own grading for ANY of the work. Why should I bother to put in effort into class when my teacher doesn't?,,
He isn't even teaching a class he put together. Its a 3 year old course from another Prof. He doesn't seem to understand the online system. Incredible amounts of reading assigned in a very short period of time. Tests cover the most minute details. This is not biology 1010. This is a 3000 level class. Do not take unless you literally have no choice.,,
"I don't know where he gets the materials for everything, but quizzes, tests, and exams all seemed to have different information. I would get 100% on the quizzes and tests, and then get into the exam and walk out with a 50% feeling like it was all new information. He basically just reads off the slide shows he has prepared. It was a confusing class.",,
"Seems like he wants you to learn bio, but does not want you to do well in the class. Lessons are general but tests are specific and cover things not discussed in class, they are loaded with trick questions. If you are a bio major looking for a challenge then he is great, but if you are just looking to get your 3cr GE bio credit then there is easier",,
"The workload in this class is ridiculous. You could easily spend 2 to 4 hours per day just trying to keep up with this class. The quizzes are very difficult, the exams are even worse. If you retake the quizzes the second set of questions is always harder than the first. I would not recommend anyone taking this class from him. I should have looked.",,
The quizzes and tests are NOT based on lectures or reading... The only helpful information I found for this class was Quizlet... study for the exams using Quizlet and you will score will... if you actually do the work expect to be befuddled on the exams...,,
"I took this course online after earning a C+ years ago on the main campus. I ended up with a letter grade lower the second time around. The course online is doable if you will set aside time to study. It's easy to do the assignments but the tests are more difficult. If you aren't a good test taker this class isn't for you,the final exam is tough!",,
This was my chance to retake biology (I passed several years ago with a C) I thought this would be an easy shot since I am in my third year and know my stuff. Not so!! The material was way harder than necessary and I didn't learn a thing. Doesn't let you go back to check answers on quiz and everything is on websites and 2 hr long videos on Darwin.,,
Not book based teaching. All things expected to learn are from websites.,,
"Really great teacher. I don't understand all the negative ratings. Every time I had a question he would stay after with me to help me understand it. If you go, take your notes, etc you should get an A, he tries to have everyone get an A. Lectures are long but he makes them fun. Really just don't be lazy. Great guy, great teacher, great class.",,
His tests are awful! He writes his own tests but he shouldn't. so bad! trick questions galore!,,
The class is in a lecture hall so it's not super exciting. He did a good job being engaging though. It was a good review if you already know something about biology.,,
DO NOT TAKE. Parker is a hard teacher. He doesn't work well with the students. Tests are tough.,,
"The test questions tend to be trick questions; he's just trying to get people to be better test-takers and read each question through thoroughly. I personally thought the in-class clicker quizzes were the hardest. But it's nice, because he dropped the 5 lowest assignments, quizzes, and the lowest test. He's good at explaining things.",,
AVOID AVOID AVOID!!!!!! He treats you like you are a lesser being and expects you to pass a timed 30 minute quiz that he is weeks away from covering the material and the quiz content is hardly on his slides and the chapter readings are about 100 pages each with fine print. So good luck trying to find the answers on your own.,,
"Professor Parker makes a lot of comparisons with everyday things, which can get a little confusing. I basically teach myself Biology and we have quizzes all the time about material we haven't even covered yet. It's not a hard class, but it can be quite stressful and inconvenient.",,
"He's a good teacher and explains things well. He tries to be funny (usually isn't), but at least tries to make the class relatively interesting. However, I wouldn't recommend taking the class because he tests you on material he hasn't taught yet. His lessons are about 2 weeks behind the tests and quizzes so you're required to teach yourself.",,
"I'm not going to lie, this is a hard class. You have to know A LOT! But Professor Parker is a good teacher. He's really funny and is extremely nice and helpful when you have a question. You won't need a textbook other than for the LearnSmart assignments he makes you do. All of his tests are based off of his PowerPoints and old exams, so take notes!",,
Professor Parker is terrible. I was seriously confused the whole semester and when you ask questions he makes you feel really stupid. I would not recommend Professor Parker to ANYONE. Tests are really hard and when you ask what chapters in the text book that are being covered he says all of them.,,
"Dr. Parker is great teacher. He's a little odd but gives interesting and relevant metaphors to help you with concepts. Lecture based--I did not even buy a textbook. Grades are 100% quizzes and tests, which I actually liked. Take notes and you'll do well. The many negative ratings surprised me; I would definitely recommend him.",,
"This class was not at all as bad as everyone said it was. Dr. Parker is actually a really good instructor; I learned really well from him. Tests are hard, but he gives you plenty of material to help you succeed, including lecture recordings and Power Point slides. Don't fear all the negative comments on here, I really liked Dr. Parker!",,
I didn't realize until now that I ended up getting a B+ in the class & I have NO idea how that happened because I only passed one test the entire semester. He walks and sweats and rambles the entire class. He reminds me of Kevin from the office: boring. He just lectures and only has exams so you need to study EVERYTHING in class. Do not reccommend.,,
"This class was not easy. If you follow the course objectives and use the old practice exams (extensively), you'll pull off a good grade. It was a lot to take in, especially for someone who isn't majoring in science whatsoever.",,
"I thoroughly enjoyed this class. Dr. Parker is tough, but that's what helped me learn the material. He goes over everything really well and he spends plenty of time answering questions. He now records his lectures, provides you with all of his slides, and gives you some great materials for studying for his exams. He's loads better than people say",,
"Worst teacher ever! I have now taken this class twice and have passed both times, but not with a very good grade. Your grade is weighted by exams and quizzes, which are nearly impossible to understand. A friend of mine taking biology at BYU looked at one of my quizzes and said that it was harder than the test she had recently taken that day.",,
"By far the worst teacher I have ever came across. Went to him several times and ask for help because I was struggling and he simply told me to 'Do better.' Test you on things you haven't covered yet, ramble on about nothing, no homework to help your grade, and no matter how hard you study the material, it's always different on the test. Horrible.",,
"Doesn't respond to e-mails, rambles about nothing useful during class, doesn't follow chapter outline of textbook, grade is based solely on exams and a few quizzes - no homework to cushion grade or help with understanding of concepts. Nothing but a cause of stress. This class is the reason I no longer have a scholarship. I even had a tutor.",,
"All you have to do is go to class and listen and you'll pass. I got a B, if I studied or did the quizzes I would've been in the A range. Tests are there to make you think and understand the concept not make sure you can memorize. Use the practice tests and you'll score well on the test.",,
"Dont expect to pass his class. He is not a good teacher. He is on chptr 10 but, all the hmw to be done is online and they r on chptr 13.he wont mov dates. His test don't make sense. says his test r only on stuff covered in class &they're not. There is nothin on your grade but the exams. no homework no attendance just the tests.",,
"HOrrible teacher to communicate with. Sent emails, canvas messages and no response ever!! How is a student suppose to communicate with the professor when he is ill. His lectures are hard and and test format is confusing. Only thing good about his class is that he records his lectures.",,
"Professor Parker is SUPER HARD but he teaches everything you need in class. He expects you to know EVERYTHING from his class. Sometimes it is confusing but go to him and he will clear it up. FOR AN A:go to class, re-listen to his lecture till you know exactly what he say and how he says it. Test are from 80%current lect 10%past lect 10% 1610 book",,
horrible class. no class interaction just lectures the entire time. he goes on tangents all of the time but still expects you to know everything. his study guides aren't at all like his tests and he has a lot of work for you to do. He treats you all like you know everything already. it's nearly impossible to pass his class.,,
"DON'T TAKE IT. Tests are tricky. There's no hw to cushion your grade. He takes your top 10 best quiz grades to replace a test grade, but even that doesn't help. I had another Biology professor tutor me and she said the material he taught should be in advanced bio classes and he didn't make sense of his questions. Avoid him.",,
"Dr. Parker seems as though he wants you to learn but his test questions can be difficult. Don't miss class and when you study for the tests, stress the details covered in class and on the powerpoints. Your grade will seem to be low because of your test scores but if you do well on the quizzes, your grade will be better than expected. Good luck.",,
"He says everything that we're tested on is in his powerpoints. A lot of the time, things are not in the powerpoints or they're in powerpoints that we haven't even covered yet. So things that haven't been introduced in class (or the powerpoints he's gone over) are on the tests. He gets annoyed if you ask questions in email, or doesn't answer email",,
"The worst biology teacher I have ever had. He's rude to students questions in class. Tests are extremely hard, and questions are very poorly written. Quizes are hard but if you work in groups you'll be okay. Is a horrible teacher. This class could be really cool, but because you spend the entire semester trying to figure out what he wants its not.",,
The worse professor at UVU. He should not teach. He doesn't care about students nor your learning. He is lazy and will not answer your questions. Studying will not help and listening to lectures won't do much either. He has tenure but needs to replaced fast. There needs to be another option for cell bio at UVU. Unfortunately will not learn much.,,
"He is very vague, and then his tests are super hard. I have taken biology twice, including a college prep biology class in high school and still have no idea what is going on during the tests. Questions are worded weird and when he is asked questions about stuff in class he tells stupid stories instead of answering it coherently. AVOID THIS CLASS!",,
"He is an average lecturer. He is pretty clear most of the time. Although most of what he tests on is taught in class he seems to stress things differently than the book. Some things he stresses are not even in the book. This class was difficult for me for this reason. Also, fill in the blank quizzes are vague and it is difficult to guess his answer",,
"Horrible teacher, do not take him if at all possible. Choose another professor other than Parker. He makes his class and quizes easy and then when you think that you are catching on and you know your stuff, his tests come along and wipe you out and ruin any chance of a good grade. Horrible, Horrible, Horrible!!!!",,
"This class was an extremely easy one, literally all the material on the tests is covered in class, and explained in enough detail in class that if one pays attention you don't even need the book, I never had to study because it was just that easy. t",,
Course lacks structure. Doesn't use the book very much and the lectures are aimless. I have a 3.8 gpa all science/math courses (no generals) so I feel I know my stuff..don't take this class from parker. Hardest (and not the good kind of hard where you actually learn) B+ I've ever gotten.,,
"If at all possible wait until there's a better teacher you can take Cell Bio from. Doesn't test you on huge sections that he covers then asks for overly specific things on stuff he talked almost nothing about in class. Don't take from him, have have been warned.",,
"Parker is one of the most intelligent professors I have ever been instructed by. He shares an extensive amount of knowledge with his students. Sure, the tests are a bit difficult but college isn't supposed to be easy. Parker always advertises his ability to help one-on-one. This class is hard, but if you actually try you can get a lot from Parker!",,
Wait so what you talked about for 20 minutes wont be on the test but the 5 second mention of an additional protein will be a third of the test questions&#63;,,
This professor is awful. DO NOT TAKE HIM! Unclear on everthing. tests you on material never discussed in the class. REAL BAD TEACHER,,
He is a pretty cool teacher. He says that everything on the test or quizzes will be talked about in class which is untrue. He has a quiz every weekend that covers materials which are worded strngly and covers materials he has not talked about. He is a cool funny guy but his test is a little hard.,,
"His test is based on what he talks about in class. He posts old tests, and his power points he goes over in class all on blackboard. He explains it in a way that can be understood. he drops the lowest quiz grade, and test. I liked the way he taught, probably best teacher i have had.",,
"I would recommend not getting the book, his tests are on the things he talks about in class. He dumbs down his lectures so you feel like you have a grip on the material but he doesn't dumb down the tests. He goes into way more detail than necessary. With teachers like him it's no surprise that Biol 1010 is the most failed course at UVU.",,
"A teacher so bad he was hung in effigee by students. Test material is not found in book or covered in class. It's easy to feel like you know what's going on in lectures but when it comes time for a test, quiz or anything else you are going to be graded on it's another story. Asking questions is futile. He dodges them. Take Bio from Bybee or Harris.",,
At any cost do not take this teacher. you will learn nothing but yet somehow its really hard to get a good grade.,,
"Horrible teacher. He was unclear about what the tests were on and the tests were awful. Extremely hard class, DO NOT TAKE IT!! I usually get A's and i got a D. Do not take this class.",,
It is just a hard class in general. He only tests on what he lectures on though. No surprises. He even posts tests from the previous semester that help a bunch with studying. He offers to sit down with each student individually to help you out if you need it.,,
His general biology course is fairly difficult. Makes you memorize specific things that are useless. 25 minute 'recap' of what we learned last time. Only really learning 25 minutes of new content each class,,
"I really liked this teacher. He was very clear, and though there is a book, you don't need it. The only things on the test are from lecture. Take notes. He always reviews what last lecture was about, so it's nice if you miss. Open note/book quizzes on BB. Just go to class, take notes, and study the exam objectives. You'll at least get a B.",,
worst teacher ever. i went to almost every class and copied the power point notes word for word. i read the chapters and made note cards for every test. i would study for hours and failed most of them. none of the material learned in class is on the tests. it was horrible. i normally get all a's but got a c in this class.,,
I had this professor last semester and he was awesome. For those that complain that it was hard I can only say get over it. Biology is hard and if you thought 1010 was hard wait until you get to upper biology you will kill yourself. The test were hard but he does a good job preparing you and he does teach what is going to be on test!,,
he's a really nice guy and when you go to class it seems like it won't be super hard if you pay attention and take notes. but when you take tests and quizzes you realize that almost nothing that was discussed in class is on the tests. EVERYTHING is from the book. the only way to get a good grade is to memorize the text book.,,
"Biology is a really hard class in general I think he's a pretty funny guy, he helped me when I needed it. The tests are difficult and the quizzes he gives every week were also difficult, you really have to know the information he teaches and if you don't know ASK and read ahead in the book. I liked him as a teacher but biology is just a hard class.",,
"My advice: STUDY!!!! his tests are extremely hard. He quizzes you on things he hasn't taught yet so you're gonna have to read the textbook. You're only graded on quizzes, 3 exams, and the final. The good thing about this class is there's no homework. Just study hard. I'm lucky if I even pass this class.",,
"Frustration is the theme of this class. Lectures are barely useful. The test questions were in fact written by Hitler. Condescending looks and answers to your questions are typical. I managed an A, no thanks to him, I just neglected friends and family for 3 months to study. Boycott this &quot;teacher&quot; he contributes to Americas poor education. HORRIBLE.",,
"Horrible teacher. Lectures were often irrelevant to tests and quizzes. Your text is your only hope for a good grade. Tests are very specific lectures are very, very vague. I went to talk to him on two occasions over a concept I was struggling with and was met with rudeness and disrespect.",,
"Unpleasant expereince! Very poor teaching style. Teaches casually, but tests VERY specifically. Don't take this class from this teacher. He has so little trust in students and plans teaching and material around that. Please be aware if you are an &quot;A&quot; type student.",,
"Biology is a difficult subject--but he did a great job explaining it. He was always there after class if you had questions. He also warned you what he tested on. Those who thought this class was beyond difficult must not have realized what to expect for any biology class. I learned a ton, but it wasn't easy. It did help he did several quizzes.",,
"I really Liked Dr. Parker, he is a tough professor, but it does pay off especially if you want to learn something! If your in school just to get grades don't take him. If your here to learn, and grow, and to really become informed on the subject of biology, well then Dr. Parker is great!!",,
"This was the worst teacher ever! I went to class everyday, wrote notes word for word then re-wrote my notes, read the chapters, then studied the study objectives and still only got a C+. He sucks. Words can't even describe how terrible he is. Do not take this class.",,
just get out of the class while you still can. i'm a straight a student and i barely passed the class. i studied at least eight hours a week and still did terrible in the class. just dont waste your time or money for this class. STAY FAR AWAY FROM THIS GUY!!!!!!!,,
"He is a good teacher, and the lectures are easy to understand. He teaches what we need to know but doesn't help how to study. The lectures and study guides are unorganized. His students are responsible for making them in order & organizing to get good scores for the tests.",,
"Definitely not an intro to biology class. Tests are WAY hard and that is the basis of your whole grade. There is one research paper, which he grades harshly. He never returns emails. Could quite possibly the worst professor at UVU. He definitely ruined any interest I had in any science field.",,
Parker is the most worthless teacher I have ever had. I have emailed him several times and never get anything back. He had surgery this semester and we had a sub for over a month who was WAY better then him. He takes forever to explain one concept and has analogies he uses that make him sound like a retard and they make it was harder to understand.,,
"AVOID AT ALL MEASURES. Seriously, I saw his reviews and still thought that i could handle his class, but i couldnt. He is so unclear about everything he teaches, and when you do understand a subject, it isnt on the test. The tests are so hard, and i think my class averaged a 62% on one test. If you are looking for a good grade, then abort the missi",,
"He as a person is a nice guy, but teaching is not his high point... which is interesting because he should be a good teacher since that's his profession....",,
"Hard teacher, not recommend if you are taking this class for general ed. credit.",,
"I had his class. I enjoyed and learned much. We were supposed to study 2 hours for every hour in class. But when I actually did do that, it didn't help whatsoever. The paper wasn't too bad. I honestly don't know how the hell I got a C+ in his class. I still don't know what I got on the research paper or the final to this day. Oh well, the classisov",,
"worst teacher, just stay away from him",,
"He is a nice guy, but that's about the only good thing I have to say about him. All you have to study with for the tests are his lectures, which have nothing to do with the tests. His tests are impossibly hard. To top it off all that your grade is made of is three tests and the final. You are MUCH MUCH MUCH better off with any other teacher.",,
"Dr. Parker is very nice,very intelligent. However, he teaches as if he was at an Ivy League University and as if we were all biology majors at an Ivy League University. What is discussed in class has almost no relevance to what is on the tests. Unless you are a science nerd avoid his class. He needs to work on his teaching skills.",,
I am a straight A student and I pulled a D in his class. I tried to study for the life of me for his tests but did not help at all. His tests are very hard and his lectures in class do not pertain to any importance to the information on the tests. almost no homework a very confusing man. verty nice and very intelligent but doesnt know how to teach,,
"Parker is a nice guy all around. However, his teaching skills are terrible! He just stands up there and lectures to you like you already know what the heck he is talking about. Looking back on the semester I should have missed all his classes, read the book, and I would have received the same grade. He puts useful powerpoints on his blackboard.",,
This professor is extremely useless to the idea of teaching your students what a joke. please find someone else dont get this joke you will regret every moment. wheres the fired button.,,
"Parker was RIDICULOUS. He lectured with out powerpoint the first 3/4 of the course. His analogies are so ridiculous that everyone ended up more confused! In addition, His tests were ridiculously hard and confusing. If you have to take BIO 1010, let him be your LAST RESORT for a professor!",,
"No required text, all lecture based, classes are usually 100+ students so questions aren't very effective. Not much homework at all, however grade depends on 3 or so quizzes, 4 tests and a research paper. Tests are HARD!",,
I do like his personality and way of teaching. His tests are half info from class and half knowing how the entire WOLRD works! I did learn some from his class because I had to work my butt off to even get a 65% on the tests. He does normalize which is how I pulled a C. But I am a straight A student! He is hard to get ahold of out of class.,,
"Parker is a good guy just a crappy teacher, impossible to get a hold of. If you try to talk to him in person he just says email him, when you email him he never replies back. His tests are extremely difficult! Only nice thing is you have no homework. You do have to write a 3-5 page essay one time in the semester. He's definitely a terrible teacher!",,
DONT TAKE THIS CLASS PERIOD! WORST TEACHER AT UVU!!!,,
This class was way rough. I never missed class and still had no idea what he was talking about. He is very hard to get in contact with and when you do contact him is isn't very nice or helpful at all. I wouldn't take this class if you don't know anything about bio because he jumps right into things and moves very fast. The tests are very hard!,,
Professor Parker is really hard! All his material comes out of his lectures so missing class is not an option. I had to miss several classes due to my daughter's health problems and Professor Parker would never return my emails. I had a really difficult time with this class.,,
"This is one hard class and Parker is not the easier professor to take it from. His tests come out of his lectures so I thought taking notes would be enough, but his tests are REALLY hard. I'm a straight-A student and will be hoping to pull a C out of this class.",,
"Bruce is a nice guy, very knowledgeable about his subject, and good at explaining it. He assigns a very light load of homework, and only does a few quizzes throughout the semester. I do need to say though, that his tests are HARD. He's a great teacher if you want to learn the subject, but you need to study long and hard if you want to do well.",,
"Extraordinarily, fantastically, impossibly, massively, excruciatingly painfully, nerve-wrackingly hard. He made all my other professors combined look like softies, and I was only in a 1010 class!",,
"Man, Dr. Parker is HARD!!! I am a 4.0 student, and I found his tests extremely difficult. You can study for hours and get a C, if you are lucky. He is funny, easy to get help from, and good at explaining concepts, but the tests are impossible. I liked Parker, but would only recommend his class to science majors.",,
"Man, I got rocked. He is a great professor and is willing to help you out but his t est are still way tough and they really challenge you. Throughout his lectures you can sit there and listen and engage in what he's saying but then you come out not knowing what he was talking about. He makes it a lot more complicated than it should be.",,
"Alright, I may have already taken 2 years of biology prior to this class and STILL don't understand it, but his tests are HARD! I got a 61% percent on his test and still got higher than most of the other students in the class. And I studied my BUTT off. But other than that, there aren't assignments and if you understand biology inside out, take it.",,
"He is a very hard teacher!!! He really knows his stuff and you can tell when he lectures, but it's hard to learn from his lectures. I would listen and take notes and his tests still killed me. The tests are very hard and if you don't know your stuff inside and out you won't do very well. He doesn't give a text book and doesn't have homework.",,
"Good teacher! Hard class if you're not a math person. Tests are tough, do the homework!",,
"Weber was my favorite teacher this semester! I think he had a rough go of it transitioning into the Business classes but I think for his first semester he did a good job. He's a nice guy. Can be intimidating, but I recommend just getting to know him! My discussion TA (Julia) is what made this class rough, not Weber.",,
"I liked Weber. He's nice, funny, and teaches things in a very organized way. Would definitely recommend!",,
Professor Weber hasn't been my teacher for several years but I still go to him whenever I need help on math problems. I like the way Weber teaches. He makes you work for it but he's there for you the whole way. I'll keep getting help from Weber as long as I can. He makes math much more enjoyable for me!,,
Weber is wonderful! Good teaching style. Approachable. Get to know him and he'll be your best friend.,,
Tests are hard! Doing homework and going in for office hours helps a lot though.,,
"Professor Weber is a good guy and a fine teacher. I don't particularly love the subject but Weber made this class easier for me. I recommend you buy his note packet, it's helpful! I also recommend you visit during office hours if you need help.",,
This was his first time teaching this class so the transition was a little rocky. Still I think he did a fine job and I enjoyed this class a lot. I would recommend Weber to anyone.,,
Loved Professor Weber! Always available during office hours. Good teaching style. Difficult tests. A little intimidating at first but once you get to know him Weber is the best!,,
"Hard class but so much easier if you try hard and are respectful. Get to know him, he's a nice guy.",,
This class was not easy for me but Weber was awesome. Go in during office hours if you need extra help!,,
Weber is quirky and fun. His class is laid out well. Lots of homework. Tests are hard.,,
"Weber is a nice guy. If you come in with a good attitude, ready to work, this class will be great.",,
"Professor Weber can be hard to approach, but once you get to know him he's a good guy. Students are hard on him but it's usually on them for not taking time to go visit him during office hours. He's an effective teacher and a nice guy. If you think otherwise than you're probably part of the problem.",,
I enjoyed Weber as a teacher. He rekindled my love of math.,,
"Mr. Weber is not a bad teacher. He doesn't grade fair, if you have to make up a test he grades it himself and is a lot tougher than the grad students that do it. In lecture he will answer questions but makes the person feel stupid. Lectures are slow because no one will answer. My adviser told me she had heard from a bunch of students he is not good",,
"If you walk into class with a bad attitude, it's going to be hard for you. He is one of the best math teachers I've had. If you ask questions during class he goes through step by step. His tests are tough but if you put effort into the homework, you will be okay.",,
"If you begin with a negative attitude in the class, either pertaining to the professor or the material, he will pick up on it. If you are negative, the class becomes ten times harder. If you work to be friendly and participate, Mr. Weber will become your best friend. I passed this class with flying colors and found it quite easy.",,
"A very hard class if you don't put the effort in. If you do try, it's not too bad. Weber offers a book with all the notes and in order to succeed I suggest you buy it! He goes through that thing the whole year and if you have it you will do a lot better. Overall average teacher, but you have to work hard to do well.",,
"His teaching style isn't all that great. If math is not your strongest subject, you probably will struggle.",,
Didn't teach. Makes fun of you when you come in for help.,,
"Weber is a good guy, it sucks that he's a terrible teacher. This was his first time teaching this class (History of Math) to the best of my knowledge, so maybe I just had a bad experience off that. He's a tough grader, it's really hard to tell what he wants sometimes.",,
"Bill is not a nice person to meet with in office hours. I realized after 5 visits that I was wasting my time. Get a tutor, get through the class and don't look back. He's also the department head for college algebra, so I'd advise taking any retake at LCCC Albany because I retook Webers class once after failing and failed the second time.",,
Best math teacher I've ever had.,,
"Mr. Weber is a fine teacher. He has high expectations and getting to know him can be challenging in such a big class. If you are struggling and want to succeed I recommend visiting him in office hours. One on one he is kind, supportive, and one of the best math teachers I've ever had.",,
Many of these comments are unfair. Professor Weber is incredibly knowledgable and supportive. It is important for students to make an effort. Weber respects students who work hard and put time into his class. I recommend going to office hours and paying attention in class. Classes are large so it's important to make yourself known... in a good way!,,
"Mr. Weber is incredibly helpful. Students need to put forth the effort, visit him in office hours, pay attention in class. If you are respectful and work hard than this class will be great.",,
"I don't think the other reviews are fair at all. He isn't rude only to those who disrespect him in class like talk or have their phone out in plain site. I do recommend going to every class. You'll be good if you're there, follow along and take notes in class. He is VERY helpful if you go see him during office hours!",,
"He is a very interesting grader. If you like to get perfect grades on your assignments it probably wont happen in this class. You pretty much copy down whatever he writes on the board but don't do any examples. Online homework is very easy, but test are hard as you didn't do examples at the caliber of the questions on the test. Poor class.",,
